(481.68, 239.85, 91.77, 'a')
(348.29, 209.87, 1.95, 'g')
(65.62, 341.78, 247.87, 'm')
(67.36, 49.75, 155.88, 'w')
(466.24, 368.6, 26.11, 'p')
(71.7, 192.18, 170.14, 'q')
(244.62, 421.5, 399.1, 'D')
(339.82, 436.45, 317.43, 't')
(478.1, 273.05, 147.17, 'l')
(173.72, 119.53, 40.97, 'V')
(147.43, 352.57, 101.68, 'a')
(72.43, 341.71, 94.03, 'S')
(173.49, 261.04, 24.67, 'U')
(252.22, 408.72, 178.6, 'M')
(66.82, 52.64, 18.36, 'g')
(119.56, 241.87, 318.68, 'c')
(66.5, 155.25, 194.1, 'n')
(493.23, 453.41, 200.84, 'z')
(189.27, 269.16, 318.74, 'P')
(29.91, 70.91, 173.2, 'X')
(409.37, 345.61, 272.56, 'f')
(106.21, 277.36, 86.35, 'Q')
(84.75, 266.54, 329.08, 't')
(119.72, 370.51, 14.96, 'v')
(426.72, 180.39, 228.86, 'H')
(246.75, 260.29, 305.38, 'Z')
(54.18, 85.69, 138.85, 'z')
(259.35, 367.0, 40.13, 'P')
(458.83, 226.76, 484.8, 'u')
(489.35, 380.67, 122.43, 'H')
(477.24, 370.33, 100.04, 'g')
(182.66, 467.4, 185.15, 'U')
(462.54, 142.46, 28.94, 'C')
(226.07, 359.19, 150.39, 'R')
(227.4, 49.8, 69.66, 'W')
(498.34, 133.76, 303.71, 'l')
(5.45, 164.28, 17.31, 'T')
(173.89, 240.5, 350.21, 'j')
(486.56, 474.42, 288.87, 'R')
(356.15, 294.88, 169.06, 'J')
(245.59, 198.75, 155.62, 'm')
(486.75, 239.2, 67.81, 'M')
(357.38, 498.61, 487.5, 'R')
(77.32, 353.28, 360.53, 'C')
(4.05, 204.32, 405.78, 'b')
(332.49, 131.95, 345.28, 'Y')
(282.23, 132.03, 62.47, 'K')
(168.23, 129.0, 176.18, 'U')
(353.85, 129.77, 296.75, 'K')
(213.89, 499.46, 153.98, 'S')
(310.87, 375.57, 462.46, 'Q')
(417.14, 307.38, 355.59, 'X')
(212.49, 114.53, 388.89, 'Q')
(197.63, 463.8, 1.82, 'j')
(420.53, 220.34, 260.29, 'F')
(184.17, 109.69, 55.11, 'c')
(39.8, 181.47, 363.75, 'h')
(433.45, 439.89, 120.83, 'C')
(322.25, 388.87, 170.93, 'Q')
(499.89, 189.97, 206.79, 'F')
(90.23, 193.13, 154.84, 'W')
(160.54, 434.28, 457.9, 'E')
(495.06, 1.46, 78.62, 'J')
(62.07, 403.19, 124.63, 'u')
(397.92, 158.51, 241.47, 'p')
(274.52, 172.42, 354.8, 'x')
(252.48, 258.98, 131.86, 'Q')
(376.7, 291.62, 320.12, 'A')
(41.72, 364.2, 81.34, 'W')
(453.67, 368.7, 318.15, 'O')
(90.38, 409.0, 215.82, 'X')
(3.88, 16.28, 209.85, 'X')
(257.13, 80.23, 86.35, 'N')
(61.5, 205.42, 229.89, 'y')
(44.63, 274.87, 265.48, 'D')
(467.66, 236.18, 112.1, 'z')
(482.17, 416.49, 63.03, 'D')
(34.69, 18.29, 281.53, 'k')
(452.46, 55.69, 153.03, 'g')
(304.84, 49.21, 261.49, 'I')
(25.78, 80.82, 389.78, 'g')
(322.44, 482.23, 143.82, 'q')
(286.91, 115.98, 384.32, 'V')
(51.02, 128.67, 30.79, 'k')
(443.72, 131.54, 331.81, 'c')
(355.61, 118.59, 283.13, 'l')
(258.58, 0.77, 95.23, 'a')
(425.71, 381.27, 63.55, 'q')
(413.02, 118.07, 110.91, 'P')
(211.33, 187.25, 485.51, 'O')
(469.2, 329.5, 231.08, 'm')
(131.26, 200.71, 254.56, 'L')
(231.86, 55.86, 210.43, 'o')
(392.82, 344.85, 419.18, 'y')
(181.49, 377.12, 157.57, 'g')
(17.15, 470.04, 336.14, 'J')
(112.18, 311.92, 136.85, 'w')
(457.77, 216.76, 88.7, 'h')
(242.11, 59.37, 331.37, 'o')
(30.81, 238.82, 362.8, 'G')
(153.64, 139.71, 243.12, 'k')
(80.81, 19.41, 293.81, 'a')
(210.35, 26.11, 498.5, 'v')
(451.94, 387.65, 118.79, 'H')
(47.65, 256.35, 273.65, 'P')
(21.87, 249.58, 267.17, 'O')
(68.11, 136.21, 313.49, 'a')
(194.68, 146.5, 236.16, 'p')
(292.32, 401.09, 71.88, 'G')
(29.56, 271.01, 312.12, 'r')
(371.34, 489.72, 475.04, 'u')
(170.5, 415.36, 9.39, 'Y')
(181.78, 242.69, 178.19, 'x')
(476.99, 394.98, 356.97, 'C')
(287.48, 490.4, 186.21, 'Y')
(39.22, 97.01, 255.09, 'j')
(462.48, 46.44, 261.54, 'm')
(209.33, 251.57, 167.95, 'L')
(172.37, 339.75, 69.78, 'F')
(190.81, 184.66, 24.3, 'x')
(369.43, 353.37, 351.37, 't')
(276.62, 49.66, 87.71, 'n')
(178.76, 159.75, 106.59, 'K')
(237.08, 498.88, 499.31, 'T')
(89.8, 303.57, 370.79, 'G')
(360.06, 258.32, 9.79, 'G')
(225.2, 485.49, 270.77, 'W')
(43.12, 80.57, 490.26, 'I')
(268.67, 83.94, 495.36, 'P')
(408.47, 344.69, 180.57, 'h')
(481.62, 268.85, 15.28, 'n')
(332.76, 10.11, 191.07, 'O')
(208.87, 400.64, 50.6, 'b')
(28.4, 195.96, 62.74, 'B')
(178.09, 416.21, 161.91, 'o')
(292.36, 114.72, 123.22, 'b')
(439.6, 241.09, 45.28, 'L')
(446.51, 387.84, 355.57, 'i')
(248.64, 463.37, 319.74, 'q')
(199.12, 396.29, 29.44, 'T')
(182.06, 119.87, 457.13, 'J')
(68.79, 465.63, 147.99, 'H')
(145.04, 111.59, 452.17, 'R')
(2.43, 136.76, 338.24, 'v')
(466.19, 407.21, 6.83, 'X')
(403.77, 136.57, 65.91, 'w')
(429.9, 435.53, 85.02, 'R')
(12.21, 22.33, 73.11, 'y')
(408.39, 203.43, 138.38, 'h')
(62.94, 305.71, 44.86, 'L')
(171.06, 230.04, 489.77, 'q')
(419.29, 455.71, 367.85, 'V')
(262.85, 348.62, 428.18, 'l')
(363.0, 411.05, 287.88, 'N')
(227.78, 143.26, 370.48, 'k')
(461.3, 350.67, 200.23, 'W')
(251.93, 80.28, 68.52, 'a')
(324.68, 431.25, 422.02, 'M')
(414.45, 258.8, 365.72, 'x')
(203.72, 295.04, 483.14, 'i')
(272.51, 155.91, 380.24, 'A')
(362.98, 137.7, 490.08, 'H')
(340.41, 226.17, 462.44, 'E')
(338.85, 76.7, 180.82, 'c')
(359.46, 184.35, 30.2, 'P')
(116.71, 392.16, 463.13, 's')
(80.46, 236.0, 354.65, 'h')
(246.86, 496.97, 100.35, 'P')
(133.41, 86.27, 149.13, 'A')
(205.81, 1.85, 92.41, 'o')
(173.6, 308.95, 409.91, 'h')
(400.39, 436.96, 191.8, 's')
(125.7, 371.7, 279.29, 'r')
(260.36, 40.16, 154.8, 'r')
(286.68, 193.77, 45.21, 'y')
(419.22, 230.36, 298.62, 'g')
(386.74, 87.28, 115.75, 'h')
(190.97, 80.26, 386.75, 'p')
(255.51, 449.47, 423.94, 'g')
(467.28, 404.82, 395.34, 'W')
(158.68, 347.69, 80.81, 'j')
(107.63, 485.92, 91.65, 'N')
(493.76, 79.45, 273.12, 'V')
(378.95, 17.67, 181.13, 'y')
(172.07, 457.99, 97.75, 'h')
(45.54, 97.65, 56.48, 'f')
(178.69, 253.21, 8.41, 'i')
(491.06, 105.68, 187.22, 'Q')
(490.01, 265.47, 155.63, 'c')
(370.53, 72.26, 87.24, 'w')
(262.95, 460.66, 53.62, 'z')
(27.45, 367.73, 89.14, 'g')
(67.66, 78.99, 383.01, 'U')
(362.5, 424.93, 270.56, 'v')
(33.02, 26.87, 415.53, 'J')
(204.72, 27.83, 262.15, 'U')
(180.81, 255.74, 121.92, 'E')
(190.19, 269.59, 326.27, 'W')
(172.94, 391.2, 17.82, 'D')
(53.94, 166.95, 480.45, 'T')
(35.74, 9.71, 198.94, 'Y')
(49.49, 396.02, 383.45, 'C')
(127.43, 441.48, 138.51, 'D')
(374.61, 37.94, 73.36, 't')
(239.07, 390.5, 390.01, 'h')
(385.36, 361.83, 303.26, 'a')
(61.9, 170.03, 218.15, 'v')
(292.26, 255.69, 210.23, 'm')
(281.12, 240.98, 342.08, 'g')
(8.32, 251.81, 400.15, 't')
(383.28, 372.34, 55.92, 'w')
(309.07, 291.36, 406.36, 's')
(12.88, 207.12, 345.13, 't')
(422.07, 130.74, 68.82, 'n')
(167.61, 0.46, 274.03, 'N')
(312.4, 286.45, 283.24, 'q')
(105.75, 358.55, 105.23, 'V')
(18.02, 385.14, 74.33, 'p')
(24.23, 255.11, 299.55, 'O')
(287.59, 392.77, 132.7, 'D')
(164.04, 80.39, 479.1, 'S')
(353.14, 56.55, 268.98, 'w')
(459.76, 190.34, 66.27, 'Z')
(87.01, 112.01, 213.57, 'B')
(192.33, 22.22, 178.26, 'c')
(456.32, 372.78, 485.55, 'K')
(476.41, 279.83, 314.95, 'w')
(58.31, 298.39, 5.43, 'q')
(172.04, 385.12, 128.82, 'X')
(413.65, 424.94, 20.39, 'w')
(145.47, 382.46, 320.74, 'u')
(201.54, 25.68, 180.84, 'I')
(113.5, 488.35, 390.51, 'l')
(173.45, 323.15, 390.76, 'x')
(257.53, 467.55, 486.53, 'L')
(443.72, 192.09, 449.34, 'q')
(86.94, 74.38, 210.02, 'U')
(93.39, 462.04, 385.92, 'I')
(205.26, 5.19, 417.64, 'O')
(17.74, 472.64, 379.75, 'r')
(204.89, 346.34, 153.48, 'd')
(250.17, 458.08, 410.99, 'B')
(105.91, 74.24, 60.81, 'H')
(88.39, 326.7, 63.12, 'O')
(84.73, 255.04, 437.41, 'j')
(262.12, 415.62, 157.9, 'O')
(291.81, 471.62, 135.02, 't')
(314.67, 87.46, 260.99, 'M')
(224.68, 281.57, 7.14, 'J')
(40.23, 361.36, 491.91, 'm')
(428.49, 113.25, 131.35, 'K')
(166.54, 481.36, 341.66, 'R')
(227.56, 453.6, 190.3, 'w')
(102.06, 321.76, 305.94, 's')
(430.52, 59.84, 379.08, 'J')
(423.91, 126.6, 89.75, 'p')
(420.17, 7.58, 272.3, 'S')
(434.76, 260.07, 9.46, 'K')
(43.31, 73.64, 61.97, 'J')
(239.84, 418.63, 243.65, 'n')
(37.43, 365.01, 54.71, 'a')
(377.76, 310.39, 169.74, 'r')
(397.2, 350.43, 57.84, 'o')
(106.72, 40.76, 389.44, 'U')
(85.72, 499.42, 254.6, 'q')
(100.58, 383.54, 186.05, 'J')
(316.91, 480.66, 460.06, 'c')
(0.6, 17.42, 347.18, 'V')
(67.93, 244.79, 418.72, 'J')
(357.07, 157.59, 168.56, 's')
(460.71, 318.62, 210.9, 'E')
(79.05, 351.75, 440.06, 'N')
(35.29, 271.5, 142.08, 'b')
(265.73, 213.15, 254.86, 'q')
(286.35, 175.31, 107.04, 'w')
(12.72, 371.25, 369.83, 'q')
(67.64, 134.21, 68.45, 'w')
(450.24, 434.96, 406.24, 'l')
(239.07, 62.87, 414.68, 'S')
(5.18, 50.8, 307.77, 'e')
(2.85, 3.3, 217.02, 'x')
(146.68, 369.29, 57.55, 'N')
(112.29, 445.46, 175.92, 'd')
(374.09, 130.63, 258.71, 'A')
(203.21, 384.04, 256.15, 'l')
(202.51, 484.64, 120.43, 'Z')
(122.84, 367.36, 409.97, 'p')
(204.96, 60.6, 160.97, 'G')
(403.47, 188.54, 463.53, 'H')
(210.88, 332.45, 32.48, 'd')
(76.32, 25.89, 196.52, 'g')
(353.39, 422.34, 445.8, 'I')
(11.22, 39.95, 210.04, 'm')
(332.63, 48.75, 247.55, 'Z')
(383.88, 448.56, 360.12, 'g')
(97.24, 229.8, 286.41, 'q')
(436.66, 393.87, 199.59, 'R')
(296.24, 387.2, 455.67, 'T')
(75.42, 450.6, 153.78, 'O')
(112.3, 485.35, 144.0, 'w')
(44.56, 423.05, 387.61, 'D')
(182.89, 12.35, 401.33, 'Y')
(24.4, 117.71, 415.94, 'I')
(208.83, 371.4, 130.6, 'W')
(218.17, 291.41, 383.2, 'P')
(71.97, 34.77, 252.41, 'R')
(98.83, 426.48, 169.17, 'S')
(256.42, 324.08, 402.5, 'I')
(270.07, 123.69, 366.29, 'h')
(84.48, 96.52, 418.18, 'X')
(384.26, 160.9, 131.51, 'K')
(188.08, 120.2, 388.18, 's')
(102.22, 108.36, 328.36, 's')
(446.04, 282.34, 264.34, 'P')
(122.48, 328.98, 321.14, 'k')
(174.41, 279.47, 237.57, 'V')
(30.85, 76.13, 147.79, 'j')
(422.81, 221.83, 5.85, 'A')
(463.76, 328.2, 197.74, 'I')
(338.49, 259.25, 11.34, 'm')
(217.91, 182.7, 46.05, 'B')
(143.76, 415.65, 347.86, 'U')
(43.95, 209.76, 292.33, 'v')
(182.45, 102.55, 305.35, 'p')
(54.25, 450.97, 464.9, 'S')
(471.61, 473.39, 356.22, 'g')
(98.51, 271.41, 249.75, 'I')
(124.5, 366.26, 28.12, 'T')
(399.66, 192.09, 392.41, 'v')
(458.24, 159.31, 242.27, 'u')
(453.2, 336.82, 390.93, 'M')
(427.46, 115.17, 44.52, 'E')
(191.16, 103.19, 143.22, 'K')
(408.2, 466.61, 281.99, 'i')
(488.16, 194.76, 447.95, 't')
(258.97, 151.5, 380.08, 'm')
(116.56, 204.98, 51.25, 'o')
(480.34, 22.55, 272.0, 'W')
(193.22, 173.48, 319.59, 'w')
(146.44, 46.2, 285.24, 'D')
(124.96, 136.98, 104.56, 'X')
(152.14, 350.37, 295.66, 'a')
(201.01, 315.17, 477.12, 'e')
(133.89, 188.42, 209.66, 'x')
(199.9, 472.68, 263.29, 'a')
(482.47, 243.48, 328.96, 'y')
(324.58, 297.43, 333.38, 's')
(264.39, 27.46, 68.75, 't')
(345.96, 384.58, 468.28, 'Z')
(411.02, 370.69, 103.84, 'F')
(70.99, 294.75, 137.93, 'C')
(317.25, 309.38, 218.92, 'P')
(251.16, 229.91, 338.23, 'J')
(59.2, 381.31, 63.4, 'v')
(258.88, 358.04, 91.02, 'T')
(482.3, 454.58, 167.3, 'M')
(336.94, 131.61, 65.63, 'u')
(465.6, 130.7, 180.99, 'f')
(497.99, 425.67, 412.44, 'f')
(363.57, 307.52, 225.85, 'V')
(490.73, 73.2, 440.79, 'Y')
(319.29, 97.43, 331.48, 'i')
(281.42, 53.28, 258.61, 'I')
(118.95, 169.34, 350.9, 'T')
(450.23, 270.0, 196.57, 'v')
(481.26, 208.17, 368.6, 'a')
(257.66, 452.32, 366.0, 'z')
(180.28, 499.7, 209.97, 'V')
(302.69, 375.95, 436.95, 'Z')
(93.47, 415.0, 468.6, 'd')
(120.94, 452.03, 333.51, 'A')
(281.67, 315.18, 326.47, 'P')
(399.01, 332.1, 375.61, 'b')
(492.91, 3.79, 368.99, 'W')
(490.68, 295.5, 212.03, 'x')
(471.14, 259.94, 337.07, 'z')
(324.7, 351.63, 331.35, 'm')
(132.65, 492.89, 227.13, 'b')
(199.86, 228.62, 9.95, 'e')
(18.38, 124.8, 122.72, 'o')
(76.21, 77.56, 470.38, 'J')
(143.48, 43.21, 201.25, 'J')
(117.74, 423.97, 361.79, 'H')
(490.77, 460.7, 488.9, 'q')
(494.37, 90.66, 268.98, 'Q')
(251.18, 332.71, 429.81, 'u')
(248.45, 60.5, 288.47, 'l')
(493.09, 201.74, 139.09, 'A')
(246.67, 95.48, 252.76, 'z')
(26.54, 203.47, 493.73, 'K')
(348.21, 94.24, 470.0, 'C')
(188.81, 377.45, 303.57, 'V')
(66.35, 400.3, 326.45, 'b')
(212.47, 392.18, 164.87, 'Q')
(184.75, 393.65, 467.76, 'o')
(137.3, 421.88, 53.27, 't')
(299.12, 224.82, 96.53, 'O')
(327.25, 331.38, 417.21, 'I')
(278.7, 378.78, 139.26, 'G')
(421.57, 145.52, 397.44, 'y')
(211.43, 59.88, 349.15, 'E')
(7.27, 219.3, 440.26, 'j')
(314.11, 85.63, 226.63, 'n')
(193.33, 59.7, 235.91, 'G')
(461.73, 63.55, 385.17, 'U')
(278.25, 313.41, 309.85, 'l')
(247.26, 104.47, 92.86, 's')
(370.74, 267.37, 86.92, 'Y')
(473.08, 459.76, 159.79, 'j')
(324.13, 109.99, 327.55, 'i')
(110.12, 328.8, 262.23, 'G')
(488.33, 29.74, 247.45, 'h')
(402.67, 464.47, 321.48, 'e')
(282.93, 48.29, 405.01, 'd')
(97.32, 328.47, 254.61, 'F')
(16.56, 413.98, 330.86, 's')
(441.99, 422.4, 116.51, 'o')
(71.18, 24.83, 334.9, 'h')
(11.95, 50.82, 270.42, 'M')
(11.47, 418.77, 291.96, 'n')
(171.63, 129.95, 395.62, 'w')
(157.38, 177.21, 498.73, 'd')
(455.82, 17.34, 411.41, 's')
(91.2, 272.51, 340.13, 'y')
(75.04, 61.13, 25.26, 'P')
(7.27, 422.74, 458.89, 'b')
(256.18, 497.78, 166.59, 'I')
(154.75, 219.85, 196.6, 'R')
(220.28, 23.71, 137.35, 'k')
(0.65, 374.01, 112.96, 'n')
(335.48, 370.71, 88.24, 'Z')
(143.76, 228.66, 387.93, 't')
(444.39, 464.16, 203.82, 'q')
(275.05, 43.94, 134.67, 'D')
(35.05, 157.81, 148.64, 'h')
(111.94, 259.5, 25.56, 'y')
(285.74, 362.19, 456.49, 'C')
(34.29, 399.98, 361.23, 'c')
(365.4, 104.56, 362.66, 'D')
(59.32, 218.24, 255.93, 'V')
(369.01, 496.34, 22.39, 'n')
(421.68, 136.78, 377.48, 'i')
(54.41, 383.8, 170.94, 'g')
(281.96, 181.74, 450.92, 'a')
(13.02, 434.73, 155.11, 's')
(382.38, 240.01, 216.47, 'P')
(131.44, 104.19, 415.31, 'D')
(57.82, 331.31, 355.41, 'W')
(378.66, 36.17, 417.06, 'B')
(241.89, 470.47, 78.17, 'x')
(244.23, 46.73, 238.21, 'E')
(247.76, 232.94, 325.59, 'g')
(365.95, 174.7, 493.35, 'B')
(481.65, 111.43, 281.55, 'Y')
(355.29, 116.91, 44.22, 'T')
(390.4, 253.03, 139.02, 'V')
(363.76, 455.88, 422.65, 'f')
(388.96, 477.98, 22.66, 'H')
(224.93, 376.47, 408.79, 'G')
(410.11, 150.75, 59.22, 'S')
(240.88, 354.2, 286.49, 'Q')
(227.09, 490.4, 181.62, 'p')
(232.6, 0.96, 348.63, 'S')
(463.75, 311.16, 212.9, 'C')
(99.01, 469.44, 238.87, 'p')
(33.69, 217.17, 305.97, 'Y')
(6.45, 13.69, 43.33, 'g')
(308.71, 494.27, 460.18, 'm')
(68.07, 305.27, 181.14, 'Y')
(348.34, 261.57, 149.25, 'O')
(378.24, 329.51, 490.29, 'K')
(240.2, 24.76, 286.38, 'o')
(20.73, 146.13, 119.07, 'T')
(50.63, 160.99, 442.04, 'i')
(116.64, 335.55, 65.07, 'S')
(248.76, 425.58, 67.23, 'p')
(118.55, 19.1, 466.47, 'g')
(430.29, 339.29, 354.17, 'P')
(2.69, 306.17, 341.73, 'T')
(326.32, 182.02, 65.72, 'x')
(329.86, 327.46, 100.6, 'V')
(286.96, 428.21, 109.72, 'H')
(342.81, 485.31, 378.48, 's')
(379.04, 191.29, 30.71, 'i')
(7.31, 463.14, 495.76, 'r')
(234.41, 230.78, 67.58, 'O')
(351.6, 114.57, 192.58, 'h')
(104.85, 303.44, 178.81, 'p')
(191.87, 282.95, 17.44, 'a')
(349.87, 94.09, 86.16, 'o')
(416.23, 34.32, 6.81, 'G')
(180.64, 98.77, 269.84, 'e')
(232.58, 135.5, 114.53, 'm')
(149.49, 30.8, 439.45, 'b')
(155.52, 64.35, 147.82, 'w')
(50.74, 434.64, 357.75, 'g')
(220.38, 364.57, 251.19, 'N')
(108.51, 104.76, 488.78, 'n')
(60.93, 418.24, 9.51, 'U')
(491.21, 24.09, 340.81, 'T')
(491.94, 200.86, 200.34, 'p')
(345.78, 26.88, 35.72, 'X')
(18.11, 45.62, 230.67, 'K')
(377.61, 254.22, 375.19, 'T')
(216.38, 63.12, 451.5, 'e')
